ID t A0
1 30 0.239222561762277
1 22 0.193675282684686
1 17 0.111515111059735
1 12 0.0924726559399291
1 9 0.0737643273468457
1 6 0.04486875489139
1 4 0.0254261474801284
1 3 0.0179994963286258
1 2 0.0154422323911623
1 1 0.013039257622458
1 0 0.00328654600956497
2 30 0.258624287460183
2 22 0.228258032874399
2 17 0.133552537098064
2 12 0.13251977273506
2 9 0.113477225079451
2 6 0.0861066745208302
2 4 0.0304164497044094
2 3 0.0229753241998684
2 2 0.0234044310320092
2 1 0.0148975773721565
2 0 0.00603023327599797
3 30 0.243201744585364
3 22 0.192565713469017
3 17 0.110772649984015
3 12 0.0919512569299624
3 9 0.0718828124110718
3 6 0.0384731021469003
3 4 0.0220753737408113
3 3 0.0150031713103467
3 2 0.00936241374285179
3 1 0.00386261532188619
3 0 0.00159389821561543
4 30 0.24298533417877
4 22 0.189169006958273
4 17 0.10779757770118
4 12 0.0913539700328317
4 9 0.0693197415952345
4 6 0.0411377170206428
4 4 0.0204845576880695
4 3 0.0138141312248303
4 2 0.00818334957429289
4 1 0.00508610247725881
4 0 0.000433355236391815
5 30 0.239186634928018
5 22 0.185963447054522
5 17 0.108662770599906
5 12 0.0926911069192101
5 9 0.0711085329161613
5 6 0.0423055922084948
5 4 0.0242878643390692
5 3 0.0172309522070033
5 2 0.0147317978841021
5 1 0.0142335193658669
5 0 0.0071531106119848
6 30 0.246111636538067
6 22 0.192215334203063
6 17 0.114451179366251
6 12 0.0959699471132777
6 9 0.0739553953189696
6 6 0.0449466553382474
6 4 0.0272850091293693
6 3 0.0198730729811352
6 2 0.0163820441377122
6 1 0.0129268104143956
6 0 0.0134929181931229
7 30 0.236291313219444
7 22 0.187131334724637
7 17 0.108094774130625
7 12 0.0883429497044188
7 9 0.0658385471257177
7 6 0.0346493267414325
7 4 0.0204997869105278
7 3 0.013282746648017
7 2 0.00849901420861137
7 1 0.00456652775554773
7 0 0.00884226242120794
8 30 0.292302619022537
8 22 0.236246745667663
8 17 0.136448615523717
8 12 0.109842736262449
8 9 0.0780480917100423
8 6 0.0526980407369626
8 4 0.0309723680266857
8 3 0.0221710389002862
8 2 0.0149801781947592
8 1 0.0163406147205897
8 0 0.0120007359586968
9 30 0.242865986307761
9 22 0.191724816288813
9 17 0.112171579956233
9 12 0.0901371999835496
9 9 0.0817928437313897
9 6 0.0441730006896639
9 4 0.0283367522066284
9 3 0.0198498080071815
9 2 0.0182246898058126
9 1 0.0200799041888084
9 0 0.0144075290482197
10 30 0.251704595160606
10 22 0.238336007990545
10 17 0.218283219435863
10 12 0.228531779889975
10 9 0.223791366755845
10 6 0.201055609837797
10 4 0.196537328072199
10 3 0.162769067152735
10 2 0.306158335510571
10 1 0.31567936147715
10 0 0.308447391806443
11 30 0.303421721672134
11 22 0.227568529008977
11 17 0.130410535608441
11 12 0.0934705304446084
11 9 0.0682017226357179
11 6 0.042233848596484
11 4 0.0192297862548626
11 3 0.0106089523902741
11 2 0.00959996057277316
11 1 0.00534392474601963
11 0 0.183355514137253
12 30 0.193027351833574
12 22 0.101100566466411
12 17 0.0611941186252149
12 12 0.0193003632150142
12 9 0.0317523539856498
12 6 0
12 4 0.00789853597766696
12 3 0.00642032865623309
12 2 0.00904765240696674
12 1 0.00699996725503497
12 0 0.0309061630863812
13 30 0.245640984056699
13 22 0.198009219345277
13 17 0.152247961437328
13 12 0.112047363421
13 9 0.115463630521586
13 6 0.137748012579493
13 4 0.0361633889858918
13 3 0.0398403875545572
13 2 0.0428773889414549
13 1 0.119221941275166
13 0 0.282055193788226
14 30 0.215839736853908
14 22 0.166662196816482
14 17 0.0941241947676203
14 12 0.0791410174067005
14 9 0.061569229049028
14 6 0.0348494155085846
14 4 0.0189839889266422
14 3 0.0117185199975196
14 2 0.00889884142349814
14 1 0.00926368386286724
14 0 0.00622227854210661
15 30 0.244262446999178
15 22 0.191107972914457
15 17 0.111037714867443
15 12 0.0938414032317795
15 9 0.0689539891556973
15 6 0.0401977849947577
15 4 0.0230247499687528
15 3 0.0161107468923367
15 2 0.0111441846472351
15 1 0.00719152867601868
15 0 0.00363640525298132
16 30 0.243664559804539
16 22 0.193471042766337
16 17 0.111695378869017
16 12 0.0959801803327955
16 9 0.073586960719486
16 6 0.0435589967079565
16 4 0.0239998371352762
16 3 0.0169672474615108
16 2 0.0131731339305337
16 1 0.012441911237165
16 0 0.00821864799329269
17 30 0.198545563030168
17 22 0.139601596962407
17 17 0.100275817747058
17 12 0.0838060280424523
17 9 0.0483651503381873
17 6 0.0290453539502795
17 4 0.0194957816120854
17 3 0.0113354791309401
17 2 0.0072736121820776
17 1 0.00656388119622505
17 0 0.00523791485974606
18 30 0.240565074207685
18 22 0.188933350066542
18 17 0.108690492209419
18 12 0.0947515682305349
18 9 0.0713344045975835
18 6 0.0441408990624709
18 4 0.0241141482349986
18 3 0.0161422328468484
18 2 0.0248041771553103
18 1 0.0193695297147044
18 0 0.765735005446035
19 30 0.232651272557366
19 22 0.172581413341951
19 17 0.0988362629192156
19 12 0.0643338413502127
19 9 0.0570932548987635
19 6 0.0236248231558462
19 4 0.0103172127374998
19 3 0.00913670192039114
19 2 0.00313866366800538
19 1 0.00422402833656576
19 0 0.00371181142314801
20 30 0.239836866276259
20 22 0.188688956340821
20 17 0.110359986298599
20 12 0.0942634860207598
20 9 0.0706577149708585
20 6 0.0419080811339524
20 4 0.0237150995392424
20 3 0.0162546186793425
20 2 0.0146162040073652
20 1 0.0124295542081716
20 0 0.00221211569334222
21 30 0.246457049298184
21 22 0.197374053665379
21 17 0.113221203989751
21 12 0.0965383495121777
21 9 0.0741516647608126
21 6 0.0470398402412793
21 4 0.0256978938044944
21 3 0.0195145594208585
21 2 0.0162717770379891
21 1 0.0148264574890152
21 0 0.0113348649178702
22 30 0.415358387425938
22 22 0.391207481169143
22 17 0.35951420269146
22 12 0.290751711395214
22 9 0.237979805238648
22 6 0.183514346014614
22 4 0.131725396274865
22 3 0.0891009207052157
22 2 0.0451589403394319
22 1 0.037355025960766
22 0 0.000131121279191831
23 30 0.411429925153186
23 22 0.390698058340838
23 17 0.360035719127036
23 12 0.288071043276193
23 9 0.237297284017784
23 6 0.183932246197674
23 4 0.131338450653106
23 3 0.0906470160875749
23 2 0.0501689294202264
23 1 0.0419625546441461
23 0 0.00811121608996423
24 30 0.407233667066201
24 22 0.382346913054624
24 17 0.359274181895492
24 12 0.279473942958357
24 9 0.229055816082779
24 6 0.17766302475093
24 4 0.126392728832259
24 3 0.0847403522030265
24 2 0.0441262015555657
24 1 0.0378243249969982
24 0 0.0107506373126878
25 30 0.404162769189033
25 22 0.382906184762936
25 17 0.352943439005251
25 12 0.294817951185519
25 9 0.240984743008674
25 6 0.193087021786444
25 4 0.143937125572849
25 3 0.100370031273992
25 2 0.0710013179123164
25 1 0.0729020970041667
25 0 0.0142236662584238
26 30 0.411879644692358
26 22 0.391437263778267
26 17 0.357217423990824
26 12 0.305068285765753
26 9 0.241479139399311
26 6 0.193647212388508
26 4 0.143258132795444
26 3 0.109352890242818
26 2 0.070719920645404
26 1 0.0609430354960069
26 0 0.0505744372055348
27 30 0.406982445733965
27 22 0.390113841151459
27 17 0.364946841678303
27 12 0.285071048577953
27 9 0.236911180617677
27 6 0.186374803273349
27 4 0.131335221952842
27 3 0.0918002206392504
27 2 0.0511166299493148
27 1 0.0458474406061863
27 0 0.132453295770355
