ID t A0
646 30 0.271995322022277
646 22 0.267312052704476
646 17 0.263804190281512
646 12 0.254874054682567
646 9 0.22704679593183
646 6 0.220759128659533
646 4 0.212522922736719
646 3 0.193319658448563
646 2 0.188255285960823
646 1 0.229736060251247
646 0 0.959619991006628
647 30 0.561246102230309
647 22 0.516654643388178
647 17 0.444038617324593
647 12 0.424761175586755
647 9 0.366909023326127
647 6 0.290350995377289
647 4 0.214526058234855
647 3 0.162697820585906
647 2 0.105372764359887
647 1 0.0834444827281815
647 0 0.00732940260661956
648 30 0.277255962323456
648 22 0.2970876736946
648 17 0.30289725044966
648 12 0.298474705267969
648 9 0.280810661220351
648 6 0.262917954971743
648 4 0.295133096351539
648 3 0.272838041030936
648 2 0.361207299888085
648 1 0.475713331310586
648 0 0.882976574245819
649 30 0.414863984151478
649 22 0.38799973113922
649 17 0.350659447366406
649 12 0.320383420178516
649 9 0.276348895929918
649 6 0.211161238101566
649 4 0.170747630403814
649 3 0.136838941925576
649 2 0.0962129325503648
649 1 0.0829295030809254
649 0 0.0391991719314816
650 30 0.341260335933302
650 22 0.303559763874652
650 17 0.243616211712643
650 12 0.21397026591116
650 9 0.167398697137135
650 6 0.108347979978683
650 4 0.0784686465949644
650 3 0.0625879248192764
650 2 0.0369778243446829
650 1 0.0238244231496541
650 0 0.00995355789393014
651 30 0.352243223211634
651 22 0.341735907302151
651 17 0.269802712716397
651 12 0.229830471990925
651 9 0.207700319567786
651 6 0.169383568956958
651 4 0.116711526897687
651 3 0.0873383818743344
651 2 0.0617097037687511
651 1 0.0815576808012482
651 0 0.0685834257426263
652 30 0.351865228323292
652 22 0.332500110211648
652 17 0.254419871989807
652 12 0.21754233857554
652 9 0.17709384924936
652 6 0.113124861685455
652 4 0.0771334816612094
652 3 0.0548519039285871
652 2 0.0273346752101052
652 1 0.0160209632367523
652 0 0.000174160034972633
653 30 0.400895333672113
653 22 0.452776880420845
653 17 0.375607216055197
653 12 0.306233463588359
653 9 0.299215256302239
653 6 0.158040330326167
653 4 0.11505482542407
653 3 0.0823299426483935
653 2 0.0429275162007812
653 1 0.0557577146546353
653 0 0.0510426887913388
654 30 0.326683054311716
654 22 0.259939076707553
654 17 0.234571591902945
654 12 0.217777570716203
654 9 0.158294161429815
654 6 0.114571186330395
654 4 0.0717288047420244
654 3 0.0564630599222239
654 2 0.0761489163256531
654 1 0.0541809523818011
654 0 0.0403327383301781
655 30 0.365503845559486
655 22 0.322413079935517
655 17 0.257274844128817
655 12 0.225610984675199
655 9 0.174993139500338
655 6 0.108292536903233
655 4 0.0763812096773404
655 3 0.0615044997897428
655 2 0.0315258215854847
655 1 0.0183151972668805
655 0 0.0161248334477798
656 30 0.355671967659433
656 22 0.364093506746204
656 17 0.28459402710861
656 12 0.241369424260672
656 9 0.218343090653612
656 6 0.152756402056463
656 4 0.112487422481433
656 3 0.0957617565995267
656 2 0.0762210192981101
656 1 0.0595908989815613
656 0 0.0534862223230135
657 30 0.478093922210014
657 22 0.455804061538994
657 17 0.352328801454303
657 12 0.300480503696693
657 9 0.230900151051192
657 6 0.174626370369564
657 4 0.126257800926704
657 3 0.0948790388147091
657 2 0.0583734684447777
657 1 0.0599270490130606
657 0 0.0426502393359147
658 30 0.360607797965598
658 22 0.322330465177252
658 17 0.259857233764123
658 12 0.21044325699796
658 9 0.165049667293134
658 6 0.106665636963044
658 4 0.0785723577073832
658 3 0.055006101670332
658 2 0.0272868434918596
658 1 0.01750623727167
658 0 0.00514575806202771
659 30 0.437858021024157
659 22 0.421878937865148
659 17 0.349042258490356
659 12 0.287447850275386
659 9 0.231126144706285
659 6 0.156203153849538
659 4 0.117697959840425
659 3 0.0867771794214387
659 2 0.0534734740600597
659 1 0.0350110305264182
659 0 0.0140763395693041
660 30 0.456845961611847
660 22 0.40500360051974
660 17 0.31325454794009
660 12 0.291886832134534
660 9 0.250776984355027
660 6 0.218159323518583
660 4 0.168772540977
660 3 0.137761191433161
660 2 0.131415302718034
660 1 0.106896427276797
660 0 0.0890956371934259
661 30 0.112893352541375
661 22 0.38939078303062
661 17 0.333511048439698
661 12 0.198787769015907
661 9 0.189119015525485
661 6 0.101483852119136
661 4 0.0962504280778067
661 3 0.066132160675302
661 2 0.0367357653300508
661 1 0.0301619177934405
661 0 0.0195506978687013
662 30 0.503460434173039
662 22 0.50525097207877
662 17 0.379482165410878
662 12 0.316621546802908
662 9 0.238300405917242
662 6 0.181122175483036
662 4 0.141073615029921
662 3 0.100140364621309
662 2 0.0643734271794217
662 1 0.0785465573327509
662 0 0.0589154403798756
663 30 0.224570753272745
663 22 0.175093811119139
663 17 0.165391542558554
663 12 0.188046201157727
663 9 0.131312805306919
663 6 0.117473483498867
663 4 0.0887707491529267
663 3 0.0989358691770631
663 2 0.0842925225353109
663 1 0.0699998514521009
663 0 0.0458981910974462
664 30 0.408928838959396
664 22 0.380980714714085
664 17 0.342837794806462
664 12 0.318781837983512
664 9 0.261815524755699
664 6 0.198598049920369
664 4 0.154266287619568
664 3 0.11612097998088
664 2 0.0759749682814075
664 1 0.0588677303016094
664 0 0.0109765967742793
665 30 0.416415921174602
665 22 0.400140343416189
665 17 0.381039101297026
665 12 0.371758533960052
665 9 0.342849768982812
665 6 0.27621013714189
665 4 0.225881283448399
665 3 0.166546477708726
665 2 0.1089722559769
665 1 0.0769460959683343
665 0 0.000201754447834761
666 30 0.486364172729556
666 22 0.314384788247669
666 17 0.299928251465171
666 12 0.272488678713535
666 9 0.233517436030972
666 6 0.151836217822845
666 4 0.121295536311068
666 3 0.078971511791742
666 2 0.0539236302203357
666 1 0.0359923981305125
666 0 0.0286313933660202
667 30 0.431678967499871
667 22 0.404345096102322
667 17 0.384188125000803
667 12 0.372603338322449
667 9 0.344640101696968
667 6 0.287095171606996
667 4 0.218412726311418
667 3 0.173778378659147
667 2 0.12373180654749
667 1 0.0888184727923234
667 0 0.00575412388189405
668 30 0.26225751341079
668 22 0.243437713338501
668 17 0.238664959912456
668 12 0.235327237843665
668 9 0.225568899074975
668 6 0.204354471488624
668 4 0.203665898883724
668 3 0.182340553072394
668 2 0.197465355222245
668 1 0.192084381528132
668 0 0.61963278764654
669 30 0.477611407525312
669 22 0.386286327436995
669 17 0.382668886177161
669 12 0.393375284256278
669 9 0.345063164995946
669 6 0.324120746047705
669 4 0.250859983138166
669 3 0.197778115564279
669 2 0.155981183493907
669 1 0.148303007659636
669 0 0.0681899667383172
670 30 0.5962274955585
670 22 0.589645566453373
670 17 0.554516608132185
670 12 0.5460911969227
670 9 0.507702470588432
670 6 0.416702052108105
670 4 0.333758825662317
670 3 0.243361631023795
670 2 0.144254928579759
670 1 0.102861318446796
670 0 5.82381066477429e-05
671 30 0.370503221137712
671 22 0.343443186829336
671 17 0.341705582504894
671 12 0.25847815014288
671 9 0.574547369463366
671 6 0.199891905087876
671 4 0.138710883167425
671 3 0.2399755093179
671 2 0.177292243610158
671 1 0.125540580139075
671 0 0.121198715716987
672 30 0.26008845167706
672 22 0.230133405215228
672 17 0.23436271235357
672 12 0.234248669321336
672 9 0.187235517210273
672 6 0.181554996848053
672 4 0.138601827214186
672 3 0.115222320036199
672 2 0.0374553171097141
672 1 0.0861275691834752
672 0 0.944680436685262
673 30 0.517963975906184
673 22 0.401471701376589
